horizonte,modelo,real,previsto
15_minutos,LSTM_Otimizada,0.296,0.3666354
15_minutos,LSTM_Otimizada,0.294,0.36254662
15_minutos,LSTM_Otimizada,0.294,0.3554688
15_minutos,LSTM_Otimizada,0.294,0.35174456
15_minutos,LSTM_Otimizada,0.284,0.35786542
15_minutos,LSTM_Otimizada,0.202,0.3620027
15_minutos,LSTM_Otimizada,0.20000000000000004,0.36452252
15_minutos,LSTM_Otimizada,0.198,0.36507845
15_minutos,LSTM_Otimizada,0.198,0.3642477
15_minutos,LSTM_Otimizada,0.198,0.3626367
15_minutos,LSTM_Otimizada,0.198,0.36037034
15_minutos,LSTM_Otimizada,0.218,0.3593264
15_minutos,LSTM_Otimizada,0.272,0.36081192
15_minutos,LSTM_Otimizada,0.27,0.36226207
15_minutos,LSTM_Otimizada,0.27,0.36362723
15_minutos,LSTM_Otimizada,0.27,0.36492324
15_minutos,LSTM_Otimizada,0.268,0.3661434
15_minutos,LSTM_Otimizada,0.268,0.36730203
15_minutos,LSTM_Otimizada,0.268,0.36839515
15_minutos,LSTM_Otimizada,0.266,0.3708703
15_minutos,LSTM_Otimizada,0.264,0.37286928
15_minutos,LSTM_Otimizada,0.262,0.37395242
15_minutos,LSTM_Otimizada,0.264,0.3747119
15_minutos,LSTM_Otimizada,0.262,0.37605926
15_minutos,LSTM_Otimizada,0.23,0.37798297
15_minutos,LSTM_Otimizada,0.196,0.38046747
15_minutos,LSTM_Otimizada,0.196,0.38334548
15_minutos,LSTM_Otimizada,0.194,0.38678905
15_minutos,LSTM_Otimizada,0.194,0.39080253
15_minutos,LSTM_Otimizada,0.126,0.39505783
15_minutos,LSTM_Otimizada,0.126,0.39860705
15_minutos,LSTM_Otimizada,0.126,0.40139723
15_minutos,LSTM_Otimizada,0.126,0.40427193
15_minutos,LSTM_Otimizada,0.126,0.405654
15_minutos,LSTM_Otimizada,0.12399999999999999,0.4054609
15_minutos,LSTM_Otimizada,0.144,0.40444323
15_minutos,LSTM_Otimizada,0.236,0.4026283
15_minutos,LSTM_Otimizada,0.236,0.40099123
15_minutos,LSTM_Otimizada,0.232,0.3996019
15_minutos,LSTM_Otimizada,0.232,0.39822248
15_minutos,LSTM_Otimizada,0.23,0.39664203
15_minutos,LSTM_Otimizada,0.228,0.394792
15_minutos,LSTM_Otimizada,0.22600000000000003,0.3933183
15_minutos,LSTM_Otimizada,0.22600000000000003,0.3922197
15_minutos,LSTM_Otimizada,0.22600000000000003,0.3916325
15_minutos,LSTM_Otimizada,0.224,0.39073244
15_minutos,LSTM_Otimizada,0.224,0.38977066
15_minutos,LSTM_Otimizada,0.222,0.389139
15_minutos,LSTM_Otimizada,0.222,0.38901317
15_minutos,LSTM_Otimizada,0.222,0.3894321
15_minutos,LSTM_Otimizada,0.222,0.39024752
15_minutos,LSTM_Otimizada,0.22,0.39192176
15_minutos,LSTM_Otimizada,0.22,0.39628503
15_minutos,LSTM_Otimizada,0.22,0.4021154
15_minutos,LSTM_Otimizada,0.186,0.40545008
15_minutos,LSTM_Otimizada,0.126,0.4063649
15_minutos,LSTM_Otimizada,0.126,0.40517336
15_minutos,LSTM_Otimizada,0.126,0.40261254
15_minutos,LSTM_Otimizada,0.126,0.39976746
15_minutos,LSTM_Otimizada,0.126,0.39683345
15_minutos,LSTM_Otimizada,0.126,0.3942157
15_minutos,LSTM_Otimizada,0.126,0.39216113
15_minutos,LSTM_Otimizada,0.17,0.39063767
15_minutos,LSTM_Otimizada,0.202,0.38991275
15_minutos,LSTM_Otimizada,0.204,0.3897489
15_minutos,LSTM_Otimizada,0.204,0.39002192
15_minutos,LSTM_Otimizada,0.204,0.3906541
15_minutos,LSTM_Otimizada,0.202,0.3915097
15_minutos,LSTM_Otimizada,0.20000000000000004,0.39244547
15_minutos,LSTM_Otimizada,0.198,0.39354417
15_minutos,LSTM_Otimizada,0.198,0.39396486
15_minutos,LSTM_Otimizada,0.198,0.39372277
15_minutos,LSTM_Otimizada,0.196,0.39461663
15_minutos,LSTM_Otimizada,0.196,0.3957188
15_minutos,LSTM_Otimizada,0.196,0.3972394
15_minutos,LSTM_Otimizada,0.15,0.3990648
15_minutos,LSTM_Otimizada,0.126,0.4009859
15_minutos,LSTM_Otimizada,0.126,0.40353498
15_minutos,LSTM_Otimizada,0.126,0.40846094
15_minutos,LSTM_Otimizada,0.126,0.41443554
15_minutos,LSTM_Otimizada,0.12399999999999999,0.42041725
15_minutos,LSTM_Otimizada,0.126,0.4256056
15_minutos,LSTM_Otimizada,0.126,0.42847103
15_minutos,LSTM_Otimizada,0.126,0.4289876
15_minutos,LSTM_Otimizada,0.204,0.42770237
15_minutos,LSTM_Otimizada,0.234,0.4250509
15_minutos,LSTM_Otimizada,0.232,0.4222706
15_minutos,LSTM_Otimizada,0.232,0.41907644
15_minutos,LSTM_Otimizada,0.23,0.41561952
15_minutos,LSTM_Otimizada,0.228,0.41178098
15_minutos,LSTM_Otimizada,0.228,0.40795523
15_minutos,LSTM_Otimizada,0.22600000000000003,0.4032739
15_minutos,LSTM_Otimizada,0.224,0.3989578
15_minutos,LSTM_Otimizada,0.222,0.39642745
15_minutos,LSTM_Otimizada,0.222,0.39548567
15_minutos,LSTM_Otimizada,0.298,0.39566347
15_minutos,LSTM_Otimizada,1.282,0.39671767
15_minutos,LSTM_Otimizada,1.27,0.39824897
15_minutos,LSTM_Otimizada,1.26,0.39997187
15_minutos,LSTM_Otimizada,1.252,0.40236223
15_minutos,LSTM_Otimizada,1.242,0.4063812
15_minutos,LSTM_Otimizada,1.236,0.41170108
15_minutos,LSTM_Otimizada,1.238,0.4160166
15_minutos,LSTM_Otimizada,1.162,0.4192685
15_minutos,LSTM_Otimizada,1.15,0.42092213
15_minutos,LSTM_Otimizada,1.152,0.42072335
15_minutos,LSTM_Otimizada,1.154,0.41893688
15_minutos,LSTM_Otimizada,1.14,0.41621304
15_minutos,LSTM_Otimizada,1.15,0.4130493
15_minutos,LSTM_Otimizada,1.224,0.40992618
15_minutos,LSTM_Otimizada,1.146,0.4071984
15_minutos,LSTM_Otimizada,1.152,0.4072891
15_minutos,LSTM_Otimizada,1.146,0.4866735
15_minutos,LSTM_Otimizada,1.222,0.9108768
15_minutos,LSTM_Otimizada,1.214,1.3713584
15_minutos,LSTM_Otimizada,1.218,1.5492117
15_minutos,LSTM_Otimizada,1.216,1.6470954
15_minutos,LSTM_Otimizada,1.216,1.6883435
15_minutos,LSTM_Otimizada,1.214,1.6878296
15_minutos,LSTM_Otimizada,1.216,1.6450391
15_minutos,LSTM_Otimizada,1.214,1.5915072
15_minutos,LSTM_Otimizada,1.216,1.539742
15_minutos,LSTM_Otimizada,1.216,1.5127193
15_minutos,LSTM_Otimizada,1.202,1.4961414
15_minutos,LSTM_Otimizada,1.18,1.4870383
15_minutos,LSTM_Otimizada,1.188,1.4856439
15_minutos,LSTM_Otimizada,1.128,1.4832647
15_minutos,LSTM_Otimizada,1.126,1.4793
15_minutos,LSTM_Otimizada,1.124,1.476167
15_minutos,LSTM_Otimizada,1.126,1.4818308
15_minutos,LSTM_Otimizada,1.128,1.4897549
15_minutos,LSTM_Otimizada,1.128,1.4982568
15_minutos,LSTM_Otimizada,1.124,1.4949965
15_minutos,LSTM_Otimizada,1.172,1.493821
15_minutos,LSTM_Otimizada,1.234,1.4918947
15_minutos,LSTM_Otimizada,0.45,1.485799
15_minutos,LSTM_Otimizada,0.23,1.4766093
15_minutos,LSTM_Otimizada,0.274,1.4652554
15_minutos,LSTM_Otimizada,0.31,1.4543872
15_minutos,LSTM_Otimizada,0.31,1.4472883
15_minutos,LSTM_Otimizada,0.308,1.446819
15_minutos,LSTM_Otimizada,0.31,1.4402324
15_minutos,LSTM_Otimizada,0.308,1.4344492
15_minutos,LSTM_Otimizada,0.304,1.4313266
15_minutos,LSTM_Otimizada,0.304,1.4250039
15_minutos,LSTM_Otimizada,0.304,1.4252634
15_minutos,LSTM_Otimizada,0.302,1.4284585
15_minutos,LSTM_Otimizada,0.3,1.4271134
15_minutos,LSTM_Otimizada,0.3,1.4326108
15_minutos,LSTM_Otimizada,0.3,1.444943
15_minutos,LSTM_Otimizada,0.298,1.4612828
15_minutos,LSTM_Otimizada,0.296,1.3646948
15_minutos,LSTM_Otimizada,0.266,1.225854
15_minutos,LSTM_Otimizada,0.20000000000000004,1.0249397
15_minutos,LSTM_Otimizada,0.202,0.8186974
15_minutos,LSTM_Otimizada,0.20000000000000004,0.6308401
15_minutos,LSTM_Otimizada,0.20000000000000004,0.52238816
15_minutos,LSTM_Otimizada,0.20000000000000004,0.47439924
15_minutos,LSTM_Otimizada,0.198,0.44916874
15_minutos,LSTM_Otimizada,0.198,0.4372443
15_minutos,LSTM_Otimizada,0.198,0.42825395
15_minutos,LSTM_Otimizada,0.198,0.42147064
15_minutos,LSTM_Otimizada,0.24,0.4164383
15_minutos,LSTM_Otimizada,0.334,0.41344
15_minutos,LSTM_Otimizada,0.33,0.41290724
15_minutos,LSTM_Otimizada,0.334,0.41748765
15_minutos,LSTM_Otimizada,0.334,0.4224154
15_minutos,LSTM_Otimizada,0.326,0.42784604
15_minutos,LSTM_Otimizada,0.324,0.4323432
15_minutos,LSTM_Otimizada,0.322,0.43554363
15_minutos,LSTM_Otimizada,0.322,0.43864903
15_minutos,LSTM_Otimizada,0.324,0.44180718
15_minutos,LSTM_Otimizada,0.324,0.445473
15_minutos,LSTM_Otimizada,0.318,0.44930798
15_minutos,LSTM_Otimizada,0.318,0.453833
15_minutos,LSTM_Otimizada,0.32,0.4582155
15_minutos,LSTM_Otimizada,0.276,0.4622964
15_minutos,LSTM_Otimizada,0.254,0.46604273
15_minutos,LSTM_Otimizada,0.25,0.47048557
15_minutos,LSTM_Otimizada,0.252,0.47749302
15_minutos,LSTM_Otimizada,0.252,0.48588666
15_minutos,LSTM_Otimizada,0.252,0.49299607
15_minutos,LSTM_Otimizada,0.276,0.49818152
15_minutos,LSTM_Otimizada,0.324,0.5020764
15_minutos,LSTM_Otimizada,0.292,0.50492543
15_minutos,LSTM_Otimizada,0.288,0.5062455
15_minutos,LSTM_Otimizada,0.29,0.50695133
15_minutos,LSTM_Otimizada,0.29,0.5068496
15_minutos,LSTM_Otimizada,0.286,0.50647527
15_minutos,LSTM_Otimizada,0.286,0.50614536
15_minutos,LSTM_Otimizada,0.282,0.5061347
15_minutos,LSTM_Otimizada,0.282,0.5055248
15_minutos,LSTM_Otimizada,0.282,0.5032971
15_minutos,LSTM_Otimizada,0.278,0.50001055
15_minutos,LSTM_Otimizada,0.28,0.4969387
15_minutos,LSTM_Otimizada,0.276,0.49544173
15_minutos,LSTM_Otimizada,0.28,0.49488765
15_minutos,LSTM_Otimizada,0.276,0.4953486
15_minutos,LSTM_Otimizada,0.276,0.49702406
15_minutos,LSTM_Otimizada,0.274,0.5008053
15_minutos,LSTM_Otimizada,0.272,0.5040467
15_minutos,LSTM_Otimizada,0.274,0.5068804
15_minutos,LSTM_Otimizada,0.198,0.50940067
15_minutos,LSTM_Otimizada,0.17999999999999997,0.5117276
15_minutos,LSTM_Otimizada,0.182,0.5155087
15_minutos,LSTM_Otimizada,0.17999999999999997,0.52057374
15_minutos,LSTM_Otimizada,0.178,0.5251956
15_minutos,LSTM_Otimizada,0.178,0.52907455
15_minutos,LSTM_Otimizada,0.178,0.5318768
15_minutos,LSTM_Otimizada,0.178,0.5337872
15_minutos,LSTM_Otimizada,0.178,0.5346864
15_minutos,LSTM_Otimizada,0.17999999999999997,0.5346272
15_minutos,LSTM_Otimizada,0.17999999999999997,0.5340568
15_minutos,LSTM_Otimizada,0.258,0.5328456
15_minutos,LSTM_Otimizada,0.256,0.5317175
15_minutos,LSTM_Otimizada,0.26,0.5296142
15_minutos,LSTM_Otimizada,0.258,0.5273769
15_minutos,LSTM_Otimizada,0.256,0.52517563
15_minutos,LSTM_Otimizada,0.252,0.52028036
15_minutos,LSTM_Otimizada,0.252,0.5148629
15_minutos,LSTM_Otimizada,0.256,0.51126236
15_minutos,LSTM_Otimizada,0.256,0.5121918
15_minutos,LSTM_Otimizada,0.256,0.51596147
15_minutos,LSTM_Otimizada,0.254,0.5221188
15_minutos,LSTM_Otimizada,0.254,0.5300636
15_minutos,LSTM_Otimizada,0.254,0.53880215
15_minutos,LSTM_Otimizada,0.198,0.54775375
15_minutos,LSTM_Otimizada,0.188,0.5563727
15_minutos,LSTM_Otimizada,0.19000000000000003,0.56497926
15_minutos,LSTM_Otimizada,0.176,0.5758003
15_minutos,LSTM_Otimizada,0.128,0.58429927
15_minutos,LSTM_Otimizada,0.128,0.5886985
15_minutos,LSTM_Otimizada,0.194,0.5881744
15_minutos,LSTM_Otimizada,0.37,0.58356154
15_minutos,LSTM_Otimizada,0.402,0.5757789
15_minutos,LSTM_Otimizada,0.39,0.565709
15_minutos,LSTM_Otimizada,0.402,0.5538505
15_minutos,LSTM_Otimizada,0.3940000000000001,0.54075396
15_minutos,LSTM_Otimizada,0.408,0.52776664
15_minutos,LSTM_Otimizada,0.392,0.51335204
15_minutos,LSTM_Otimizada,0.39,0.49919933
15_minutos,LSTM_Otimizada,0.388,0.48690584
15_minutos,LSTM_Otimizada,0.38599999999999995,0.47449538
15_minutos,LSTM_Otimizada,0.404,0.4659387
15_minutos,LSTM_Otimizada,0.61,0.46294463
15_minutos,LSTM_Otimizada,0.6059999999999999,0.46339202
15_minutos,LSTM_Otimizada,0.6059999999999999,0.46453583
15_minutos,LSTM_Otimizada,0.61,0.46635324
15_minutos,LSTM_Otimizada,0.622,0.4704942
15_minutos,LSTM_Otimizada,0.608,0.48339662
15_minutos,LSTM_Otimizada,0.6,0.5031082
15_minutos,LSTM_Otimizada,0.6039999999999999,0.5218896
15_minutos,LSTM_Otimizada,0.6019999999999999,0.53690726
15_minutos,LSTM_Otimizada,0.678,0.54698783
15_minutos,LSTM_Otimizada,0.676,0.55309063
15_minutos,LSTM_Otimizada,0.66,0.5554066
15_minutos,LSTM_Otimizada,0.622,0.55747324
15_minutos,LSTM_Otimizada,0.614,0.5549337
15_minutos,LSTM_Otimizada,2.142,0.5505022
15_minutos,LSTM_Otimizada,2.176,0.5492088
15_minutos,LSTM_Otimizada,0.724,0.5674992
15_minutos,LSTM_Otimizada,0.6,0.59313554
15_minutos,LSTM_Otimizada,1.77,0.6191919
15_minutos,LSTM_Otimizada,0.764,0.6332133
15_minutos,LSTM_Otimizada,0.596,0.6366004
15_minutos,LSTM_Otimizada,0.594,0.6308125
15_minutos,LSTM_Otimizada,0.5919999999999999,0.6170927
15_minutos,LSTM_Otimizada,1.9319999999999997,0.60007983
15_minutos,LSTM_Otimizada,1.272,0.5853771
15_minutos,LSTM_Otimizada,0.5899999999999999,0.5763447
15_minutos,LSTM_Otimizada,0.594,0.5733939
15_minutos,LSTM_Otimizada,0.594,0.5724123
15_minutos,LSTM_Otimizada,0.596,0.5667656
15_minutos,LSTM_Otimizada,0.594,0.5594899
15_minutos,LSTM_Otimizada,0.598,0.69511855
15_minutos,LSTM_Otimizada,0.5159999999999999,0.90474015
15_minutos,LSTM_Otimizada,0.51,0.97590256
15_minutos,LSTM_Otimizada,0.504,0.9508086
15_minutos,LSTM_Otimizada,0.49999999999999994,1.0124221
15_minutos,LSTM_Otimizada,0.508,1.0121704
15_minutos,LSTM_Otimizada,0.46599999999999997,0.96327955
15_minutos,LSTM_Otimizada,0.45,0.89932615
15_minutos,LSTM_Otimizada,0.4559999999999999,0.8378976
15_minutos,LSTM_Otimizada,0.45199999999999996,0.9049246
15_minutos,LSTM_Otimizada,0.45399999999999996,0.9775526
15_minutos,LSTM_Otimizada,0.4559999999999999,0.9825699
15_minutos,LSTM_Otimizada,0.4559999999999999,0.95306057
15_minutos,LSTM_Otimizada,0.46,0.90963477
15_minutos,LSTM_Otimizada,0.5539999999999999,0.85889757
15_minutos,LSTM_Otimizada,0.66,0.8093136
15_minutos,LSTM_Otimizada,0.834,0.7620836
15_minutos,LSTM_Otimizada,0.9,0.70832074
15_minutos,LSTM_Otimizada,0.886,0.6689328
15_minutos,LSTM_Otimizada,0.888,0.6511571
15_minutos,LSTM_Otimizada,0.886,0.6424664
15_minutos,LSTM_Otimizada,0.884,0.63997763
15_minutos,LSTM_Otimizada,0.936,0.64038855
15_minutos,LSTM_Otimizada,2.226,0.641362
15_minutos,LSTM_Otimizada,1.466,0.6481011
15_minutos,LSTM_Otimizada,2.548,0.65162504
15_minutos,LSTM_Otimizada,2.01,0.6523912
15_minutos,LSTM_Otimizada,2.336,0.652772
15_minutos,LSTM_Otimizada,1.956,0.65410566
15_minutos,LSTM_Otimizada,1.79,0.6538965
15_minutos,LSTM_Otimizada,1.79,0.65489733
15_minutos,LSTM_Otimizada,1.784,0.66327506
15_minutos,LSTM_Otimizada,1.7940000000000003,0.6959823
15_minutos,LSTM_Otimizada,1.768,0.7441774
15_minutos,LSTM_Otimizada,1.862,0.8067926
15_minutos,LSTM_Otimizada,2.012,0.8675538
15_minutos,LSTM_Otimizada,2.002,0.9070988
15_minutos,LSTM_Otimizada,1.826,0.92813176
15_minutos,LSTM_Otimizada,1.7280000000000002,0.9409213
15_minutos,LSTM_Otimizada,2.002,1.1048319
15_minutos,LSTM_Otimizada,1.94,1.225827
15_minutos,LSTM_Otimizada,1.948,1.5832628
15_minutos,LSTM_Otimizada,2.022,1.8662038
15_minutos,LSTM_Otimizada,2.02,2.1355963
15_minutos,LSTM_Otimizada,2.072,2.2900898
15_minutos,LSTM_Otimizada,2.016,2.3341432
15_minutos,LSTM_Otimizada,1.994,2.3049374
15_minutos,LSTM_Otimizada,1.9880000000000002,2.2366643
15_minutos,LSTM_Otimizada,1.98,2.1492217
15_minutos,LSTM_Otimizada,1.942,2.0833871
15_minutos,LSTM_Otimizada,1.91,2.039162
15_minutos,LSTM_Otimizada,1.916,2.0155678
15_minutos,LSTM_Otimizada,1.916,2.0066762
15_minutos,LSTM_Otimizada,1.67,1.9832203
15_minutos,LSTM_Otimizada,2.44,1.9573212
15_minutos,LSTM_Otimizada,3.754,1.9496354
15_minutos,LSTM_Otimizada,3.742,1.943769
15_minutos,LSTM_Otimizada,3.7300000000000004,1.9437808
15_minutos,LSTM_Otimizada,3.7300000000000004,1.9419558
15_minutos,LSTM_Otimizada,3.718,1.9433925
15_minutos,LSTM_Otimizada,3.726,1.9487667
15_minutos,LSTM_Otimizada,3.728,1.9512651
15_minutos,LSTM_Otimizada,3.686,1.9567701
15_minutos,LSTM_Otimizada,3.628,1.9541405
15_minutos,LSTM_Otimizada,3.592,1.9592918
15_minutos,LSTM_Otimizada,3.606,1.9580683
15_minutos,LSTM_Otimizada,1.732,1.9440271
15_minutos,LSTM_Otimizada,1.5340000000000003,1.9363409
15_minutos,LSTM_Otimizada,1.536,1.93487
15_minutos,LSTM_Otimizada,1.538,1.9265674
15_minutos,LSTM_Otimizada,1.546,1.9548812
15_minutos,LSTM_Otimizada,1.538,2.0517986
15_minutos,LSTM_Otimizada,1.54,2.1720748
15_minutos,LSTM_Otimizada,1.588,2.2624812
15_minutos,LSTM_Otimizada,1.854,2.3266819
15_minutos,LSTM_Otimizada,1.722,2.3543696
15_minutos,LSTM_Otimizada,1.774,2.364983
15_minutos,LSTM_Otimizada,1.71,2.3509
15_minutos,LSTM_Otimizada,1.8600000000000003,2.3199725
15_minutos,LSTM_Otimizada,1.798,2.283132
15_minutos,LSTM_Otimizada,1.884,2.2258801
15_minutos,LSTM_Otimizada,1.9039999999999997,2.178885
15_minutos,LSTM_Otimizada,1.912,2.0599322
15_minutos,LSTM_Otimizada,1.9039999999999997,1.950672
15_minutos,LSTM_Otimizada,1.762,1.858969
15_minutos,LSTM_Otimizada,0.894,1.7822078
15_minutos,LSTM_Otimizada,0.892,1.7254345
15_minutos,LSTM_Otimizada,1.754,1.6892146
15_minutos,LSTM_Otimizada,1.512,1.6685911
15_minutos,LSTM_Otimizada,1.5719999999999998,1.6644237
15_minutos,LSTM_Otimizada,1.646,1.6863533
15_minutos,LSTM_Otimizada,1.64,1.711824
15_minutos,LSTM_Otimizada,1.632,1.747805
15_minutos,LSTM_Otimizada,1.6239999999999999,1.7688243
15_minutos,LSTM_Otimizada,1.63,1.7912079
15_minutos,LSTM_Otimizada,1.622,1.816255
15_minutos,LSTM_Otimizada,1.452,1.8460072
15_minutos,LSTM_Otimizada,1.254,1.8762833
15_minutos,LSTM_Otimizada,1.828,1.9021567
15_minutos,LSTM_Otimizada,3.48,1.9290056
15_minutos,LSTM_Otimizada,3.44,1.9378159
15_minutos,LSTM_Otimizada,3.44,1.7932544
15_minutos,LSTM_Otimizada,3.4280000000000004,1.6152266
15_minutos,LSTM_Otimizada,3.414,1.5018575
15_minutos,LSTM_Otimizada,3.464,1.42387
15_minutos,LSTM_Otimizada,3.354,1.3791522
15_minutos,LSTM_Otimizada,3.138,1.3650563
15_minutos,LSTM_Otimizada,3.148,1.3767346
15_minutos,LSTM_Otimizada,3.146,1.4090084
15_minutos,LSTM_Otimizada,3.138,1.4479098
15_minutos,LSTM_Otimizada,3.128,1.4915695
15_minutos,LSTM_Otimizada,3.138,1.5433924
15_minutos,LSTM_Otimizada,1.202,1.5820286
15_minutos,LSTM_Otimizada,0.996,1.5973861
15_minutos,LSTM_Otimizada,0.9940000000000001,1.6440151
15_minutos,LSTM_Otimizada,1.0,1.7584999
15_minutos,LSTM_Otimizada,1.0,1.8759805
15_minutos,LSTM_Otimizada,0.934,1.9893278
15_minutos,LSTM_Otimizada,0.9300000000000002,2.061021
15_minutos,LSTM_Otimizada,0.9300000000000002,2.0878353
15_minutos,LSTM_Otimizada,0.9300000000000002,2.087498
15_minutos,LSTM_Otimizada,0.932,2.0718687
15_minutos,LSTM_Otimizada,0.932,2.021218
15_minutos,LSTM_Otimizada,0.928,1.9613442
15_minutos,LSTM_Otimizada,0.9680000000000001,1.9041874
15_minutos,LSTM_Otimizada,1.036,1.8466513
15_minutos,LSTM_Otimizada,1.066,1.7886151
15_minutos,LSTM_Otimizada,1.03,1.7360044
15_minutos,LSTM_Otimizada,1.03,1.628962
15_minutos,LSTM_Otimizada,1.026,1.5327226
15_minutos,LSTM_Otimizada,1.026,1.4164052
15_minutos,LSTM_Otimizada,1.024,1.314693
15_minutos,LSTM_Otimizada,1.026,1.246322
15_minutos,LSTM_Otimizada,1.028,1.1978838
15_minutos,LSTM_Otimizada,1.026,1.16227
15_minutos,LSTM_Otimizada,1.026,1.145358
15_minutos,LSTM_Otimizada,1.026,1.1530329
15_minutos,LSTM_Otimizada,1.022,1.1843463
15_minutos,LSTM_Otimizada,1.022,1.2364538
15_minutos,LSTM_Otimizada,1.02,1.313874
15_minutos,LSTM_Otimizada,1.018,1.4006675
15_minutos,LSTM_Otimizada,1.02,1.4836371
15_minutos,LSTM_Otimizada,0.9919999999999999,1.5471308
15_minutos,LSTM_Otimizada,0.882,1.5982306
15_minutos,LSTM_Otimizada,0.7480000000000001,1.6313908
15_minutos,LSTM_Otimizada,0.8780000000000001,1.6458936
15_minutos,LSTM_Otimizada,0.926,1.6451603
15_minutos,LSTM_Otimizada,1.0,1.6343337
15_minutos,LSTM_Otimizada,0.9180000000000001,1.61519
